Name,X_EA,mean_A2B,X_Z,X_Rvdw,X_IEII,mean_X2X,A_Rvdw,mean_A2X,A_IEI,E_coh,A_ChiA,B_Hf,X_G,A_EA,std_A2X,A_ChiP,B_MP,std_B2X,OF,A_MP,B_Z,X_Kappa,A_Kappa,B_Kappa,B_Ra,A_Z,B_Rho,X_MV,A_CvM,A_G,B_EA,B_CvM,TF,std_X2X,A_B,std_A2B,B_ChiP,X_IEI,B_MV,B_IEI,Coeff_B
CdSnO3,-0.4490500668675767,-0.095369735349632,-0.3622040571405643,-0.1589360970487678,0.5713558484042306,-0.5631132918774263,-0.9162354473546817,0.1659332448594982,3.458339203785849,0.1594355224831787,2.474052640900604,-0.6140501411561988,0.1875186870247729,-2.098911543293342,1.315027243572776,2.471633720024258,-0.9134314091735322,1.0939201720949867,-0.0168808950642855,-0.0839051930903203,0.2037539482647604,-0.3674305556997124,0.4896688444624787,-0.3375536353448668,0.1092657551505357,0.5125977413040287,-0.1946017911136306,0.3591888364420176,-0.5176244620666121,3.073123895106324,0.3098214776512138,-0.4133418281493853,-0.3434856439895354,-0.4582908422355315,1.910534630705794,1.1500190450864771,0.1302865212868213,-0.1397270711479531,0.3646056740196294,-0.4341378038282253,0.3503890281638649
CsAuBr3,1.378505317491239,2.1085680533882223,2.22839449724228,1.7396670532170564,-2.0093282243361874,1.677839516402616,1.2958250242886833,1.9793199007878088,-0.9651200656890332,1.2285792383398288,-0.8407339064052304,-0.3584449138222186,0.4554025256315916,0.4588000586121317,-0.9201578051016532,-0.7067486311410681,-0.1292683094375907,-0.3821591206704278,0.2830191266660911,-0.6210181013613454,1.300526941244445,0.6250012383122826,-0.6476866819425169,2.503340245117083,-0.3171371917783835,0.8635204003874712,1.780882997116635,1.1499434274719789,-0.5029990157150751,-0.4390176993009034,1.6582736387528754,-0.5773145906792347,-0.6059774440746987,-0.1677145335104631,-0.459120725208369,-0.7205654257996832,1.288388932725229,-1.212527638261307,-0.6327746749098343,0.8950203945944912,-1.7956105154208644
CsAuCl3,1.6213830483101663,1.7352216684911266,0.5013287943203837,1.1643327652577151,-1.5853972541236352,1.436259070187695,1.2958250242886833,1.6078083385631174,-0.9651200656890332,1.1182305072220171,-0.8407339064052304,-0.3584449138222186,0.4554025256315916,0.4588000586121317,-0.9288767274016096,-0.7067486311410681,-0.1292683094375907,-0.3135051577315546,0.5379343152504835,-0.6210181013613454,1.300526941244445,-0.5552510878997988,-0.6476866819425169,2.503340245117083,-0.3171371917783835,0.8635204003874712,1.780882997116635,0.3689915793060257,-0.5029990157150751,-0.4390176993009034,1.6582736387528754,-0.5773145906792347,-0.5422945493061394,0.0356913068624924,-0.459120725208369,-0.7205654257996813,1.288388932725229,-0.5264644661108842,-0.6327746749098343,0.8950203945944912,-1.453451634029845
CsAuI3,1.085857559865154,2.711774493495292,3.955460200164176,2.4876016275641986,-2.478482821399004,2.1888257548033305,1.2958250242886833,2.5878853363608507,-0.9651200656890332,1.3306077622219792,-0.8407339064052304,-0.3584449138222186,0.4554025256315916,0.4588000586121317,-0.9256328457298784,-0.7067486311410681,-0.1292683094375907,-0.3851099979285252,-0.0525419579431822,-0.6210181013613454,1.300526941244445,4.120077883890814,-0.6476866819425169,2.503340245117083,-0.3171371917783835,0.8635204003874712,1.780882997116635,3.090886514545518,-0.5029990157150751,-0.4390176993009034,1.6582736387528754,-0.5773145906792347,-0.6958645994700784,-0.3564421551257725,-0.459120725208369,-0.7205654257996813,1.288388932725229,-2.022689026491669,-0.6327746749098343,0.8950203945944912,-1.9617298027636472
CsAuSe3,0.0884662226497219,0.7552101224362712,2.132446402635508,2.0273341971967254,-2.085813565403061,0.9128901074816598,1.2958250242886833,2.0028391519315654,-0.9651200656890332,0.9497778237218828,-0.8407339064052304,-0.3584449138222186,0.1875186870247729,0.4588000586121317,-0.1052520599835634,-0.7067486311410681,-0.1292683094375907,-0.1452604558358232,0.2519486558689364,-0.6210181013613454,1.300526941244445,4.874334546006546,-0.6476866819425169,2.503340245117083,-0.3171371917783835,0.8635204003874712,1.780882997116635,0.0520362267031079,-0.5029990157150751,-0.4390176993009034,1.6582736387528754,-0.5773145906792347,-0.6140013514198622,1.3403098159840172,-0.459120725208369,0.6990152476922931,1.288388932725229,-2.4382346173679386,-0.6327746749098343,0.8950203945944912,-1.3779692583318144
CsBeH3,-1.127913232517202,-0.3690003461668023,-1.0338407193879684,-2.5753401064779977,,0.3214099158522164,1.2958250242886833,-0.1112992382918169,-0.9651200656890332,1.066177734928629,-0.8407339064052304,-0.5787860866443812,-3.830738892077508,0.4588000586121317,-0.75083885639134,-0.7067486311410681,0.0805359530054277,1.6954086833415134,-2.1244708124277207,-0.6210181013613454,-1.5359549371512904,1.2677129011010395,-0.6476866819425169,1.0435924014014566,-1.596346032565143,0.8635204003874712,-1.0945265545259502,-1.581754250631522,-0.5029990157150751,-0.4390176993009034,-0.9428964174674724,2.260418115959792,3.9772060578661295,1.6845312148814633,-0.459120725208369,-0.6005838617641739,-0.6484375139907282,-0.1513853228976509,-1.51204419304502,0.9636607090808808,1.0981604064915023
CsBiO3,-0.4490500668675767,-0.0099268217371606,-0.3622040571405643,-0.1589360970487678,0.5713558484042306,-0.4815774181960496,1.2958250242886833,-0.2407507803643024,-0.9651200656890332,0.3661940409103181,-0.8407339064052304,-0.4267956449833793,0.1875186870247729,0.4588000586121317,-0.9990721113509434,-0.7067486311410681,-0.8763832949270711,-1.1221536505463567,0.8078954822886595,-0.6210181013613454,1.4518059747588838,-0.3674305556997124,-0.6476866819425169,-1.0000545798004203,0.748870175543916,0.8635204003874712,0.2123579609237968,0.3591888364420176,-0.5029990157150751,-0.4390176993009034,0.1218554188309823,-0.5890269308599383,0.3229412091851461,-1.1928947500599572,-0.459120725208369,-0.7205654257996832,0.2500902190218291,-0.1397270711479531,1.1881006331686277,-0.4754053470236032,-0.8404330892695302
CsBrO3,-0.4490500668675767,0.4708816913114421,-0.3622040571405643,-0.1589360970487678,0.5713558484042306,0.7035069694899307,1.2958250242886833,0.5535613409588628,-0.9651200656890332,0.668910871218137,-0.8407339064052304,-0.7023286131891382,0.1875186870247729,0.4588000586121317,-0.5749882430498262,-0.7067486311410681,-1.1388859558900428,1.3914965610730288,-1.2238707155807902,-0.6210181013613454,-0.3635424274143866,-0.3674305556997124,-0.6476866819425169,-1.0885377567887211,-1.1699430856362238,0.8635204003874712,,0.3591888364420176,-0.5029990157150751,-0.4390176993009034,2.846779526200054,-6.353891598939128e-05,2.386849264072761,1.2137289091612913,-0.459120725208369,-0.3210463119764344,2.1270148168702825,-0.1397270711479531,0.937115117730786,2.723359046191564,-0.26492948072437217
CsCaF3,1.4123489357201058,0.2496082834462732,-0.2662559625337923,-0.4466032410284384,0.5426881507425069,-0.2177360817666664,1.2958250242886833,0.0229908549943139,-0.9651200656890332,0.2257801928448921,-0.8407339064052304,-0.5482554622683781,0.4554025256315916,0.4588000586121317,-0.9990721113509434,-0.7067486311410681,-0.3387522168744087,-1.1221536505463567,2.870971403128706,-0.6210181013613454,-0.9308388030935336,-0.3555324224381685,-0.6476866819425169,1.1558806970718891,1.601676069401755,0.8635204003874712,-1.143625342423583,-1.653641031634246,-0.5029990157150751,-0.4390176993009034,-0.9152268796162956,0.2893985826928265,-0.8288923085153732,-1.1928947500599572,-0.459120725208369,-0.7205654257996832,-1.7865726424733013,2.1225636079289667,1.9902700256464367,-1.3035394036766228,-0.8417331713413592
CsCaH3,-1.127913232517202,0.325570195691004,-1.0338407193879684,-2.5753401064779977,,-0.1405138022210297,1.2958250242886833,0.1001839535781577,-0.9651200656890332,1.1041539693407278,-0.8407339064052304,-0.5482554622683781,-3.830738892077508,0.4588000586121317,-0.9990721113509434,-0.7067486311410681,-0.3387522168744087,-1.1221536505463567,2.8056183775281567,-0.6210181013613454,-0.9308388030935336,1.2677129011010395,-0.6476866819425169,1.1558806970718891,1.601676069401755,0.8635204003874712,-1.143625342423583,-1.581754250631522,-0.5029990157150751,-0.4390176993009034,-0.9152268796162956,0.2893985826928265,-0.8346694609039385,-1.1928947500599572,-0.459120725208369,-0.7205654257996832,-1.7865726424733013,-0.1513853228976509,1.9902700256464367,-1.3035394036766228,1.053897993480285
CsCdCl3,1.6213830483101663,1.4889896633087771,0.5013287943203837,1.1643327652577151,-1.5853972541236352,1.042209232288244,1.2958250242886833,1.2824600575398648,-0.9651200656890332,1.1483003514791483,-0.8407339064052304,-0.6585443844328546,0.4554025256315916,0.4588000586121317,-0.9990721113509434,-0.7067486311410681,-0.8294418643126588,-1.1221536505463567,1.1380949994852096,-0.6210181013613454,0.1281144315075408,-0.5552510878997988,-0.6476866819425169,-0.0006887483335684,0.5356687020794559,0.8635204003874712,0.026177993392504,0.3689915793060257,-0.5029990157150751,-0.4390176993009034,-0.9428964174674724,-0.4066490623318404,-0.9426824596217472,-1.1928947500599572,-0.459120725208369,-0.7205654257996832,-0.4088301185207131,-0.5264644661108842,-0.1750952055820047,0.7313418181857098,-1.6304151171357488
CsCdF3,1.4123489357201058,0.220665505513216,-0.2662559625337923,-0.4466032410284384,0.5426881507425069,-0.2471590810346819,1.2958250242886833,-0.0064210258319445,-0.9651200656890332,0.7221001372462288,-0.8407339064052304,-0.6585443844328546,0.4554025256315916,0.4588000586121317,-0.9990721113509434,-0.7067486311410681,-0.8294418643126588,-1.1221536505463567,2.744167025097789,-0.6210181013613454,0.1281144315075408,-0.3555324224381685,-0.6476866819425169,-0.0006887483335684,0.5356687020794559,0.8635204003874712,0.026177993392504,-1.653641031634246,-0.5029990157150751,-0.4390176993009034,-0.9428964174674724,-0.4066490623318404,-0.7599968906920869,-1.1928947500599572,-0.459120725208369,-0.7205654257996832,-0.4088301185207131,2.1225636079289667,-0.1750952055820047,0.7313418181857098,-1.0255147868180714
CsGeCl3,1.6213830483101663,1.7249687264920803,0.5013287943203837,1.1643327652577151,-1.5853972541236352,1.158412961692193,1.2958250242886833,1.6529294802838588,-0.9651200656890332,0.9014453636823416,-0.8407339064052304,0.7960386963029247,0.4554025256315916,0.4588000586121317,-0.8813908094094081,-0.7067486311410681,-0.2479221504105519,-0.4408227753388577,-0.602370984795496,-0.6210181013613454,-0.477001702550216,-0.5552510878997988,-0.6476866819425169,-0.4161554423141698,-0.7435401387073036,0.8635204003874712,-0.5219819641089215,0.3689915793060257,-0.5029990157150751,-0.4390176993009034,0.4464179303342393,-0.257735022891467,0.3921540854776867,-0.5882169563057588,-0.459120725208369,-0.4654012084922682,0.230122936065994,-0.5264644661108842,-0.0717482286370107,-0.0417288185412617,-1.532712281166919
CsIO3,-0.4490500668675767,0.3762592004072984,-0.3622040571405643,-0.1589360970487678,0.5713558484042306,0.2887632194583223,1.2958250242886833,0.3298270218336117,-0.9651200656890332,0.5500382278378031,-0.8407339064052304,-0.5851762173277307,0.1875186870247729,0.4588000586121317,-0.8347723625520675,-0.7067486311410681,-1.0248301514766625,-0.0303122174638118,1.0291769493833514,-0.6210181013613454,0.3172132234005898,-0.3674305556997124,-0.6476866819425169,-1.084843471861164,-0.1039357183139243,0.8635204003874712,-0.5850854398297048,0.3591888364420176,-0.5029990157150751,-0.4390176993009034,2.503537157919631,-0.4350933170564061,0.1528886901556634,1.1417887771865944,-0.459120725208369,-0.6301491186650257,1.5279963281952444,-0.1397270711479531,1.911529471783584,1.7608688321307913,-0.33626142607575193
CsMgBr3,1.378505317491239,1.848452937186226,2.22839449724228,1.7396670532170564,-2.0093282243361874,1.1359864228623944,1.2958250242886833,1.8126611097240095,-0.9651200656890332,1.0545638248614542,-0.8407339064052304,-0.5510955203498666,0.4554025256315916,0.4588000586121317,-0.7973632922783289,-0.7067486311410681,-0.519658573316945,-1.122148825699084,-0.7977294116025136,-0.6210181013613454,-1.233396870122412,0.6250012383122826,-0.6476866819425169,0.7067275143901581,0.3224672286149958,0.8635204003874712,-1.1126502681794388,1.1499434274719789,-0.5029990157150751,-0.4390176993009034,-0.9428964174674724,0.9185185695420444,0.2936955848060555,-0.7994203981507604,-0.459120725208369,-0.7205654257996832,-1.1675868708424282,-1.212527638261307,-0.0110523850343954,-0.2205842721419758,-1.5657195951235678
CsMgCl3,1.6213830483101663,1.4191228842487398,0.5013287943203837,1.1643327652577151,-1.5853972541236352,0.5443396817896186,1.2958250242886833,1.3959229331936849,-0.9651200656890332,0.884925393148795,-0.8407339064052304,-0.5510955203498666,0.4554025256315916,0.4588000586121317,-0.7926363174393026,-0.7067486311410681,-0.519658573316945,-1.1221536249570785,-0.6323790190072325,-0.6210181013613454,-1.233396870122412,-0.5552510878997988,-0.6476866819425169,0.7067275143901581,0.3224672286149958,0.8635204003874712,-1.1126502681794388,0.3689915793060257,-0.5029990157150751,-0.4390176993009034,-0.9428964174674724,0.9185185695420444,0.4205355085437229,-0.7425565206875524,-0.459120725208369,-0.7205654257996832,-1.1675868708424282,-0.5264644661108842,-0.0110523850343954,-0.2205842721419758,-1.1713393700858408
CsPbF3,1.4123489357201058,0.6844694436147403,-0.2662559625337923,-0.4466032410284384,0.5426881507425069,0.816221614424706,1.2958250242886833,0.2417670031163714,-0.9651200656890332,0.4931503619869644,-0.8407339064052304,-0.7265164411831501,0.4554025256315916,0.4588000586121317,-0.5985518067359312,-0.7067486311410681,-0.8234210746373056,-1.0841503477765757,2.236949512974122,-0.6210181013613454,1.413986216380274,-0.3555324224381685,-0.6476866819425169,-0.6968761814902518,1.601676069401755,0.8635204003874712,0.4693851727369089,-1.653641031634246,-0.5029990157150751,-0.4390176993009034,-0.5331070594183961,-0.5756413992248486,-0.4677132999266295,0.1711036814512058,-0.459120725208369,-0.5469093052173533,0.8690759906527021,2.1225636079289667,0.68777003049842,-0.3827758889748202,-1.1508531145301735
CsReO3,-0.4490500668675767,-0.6097478579644046,-0.3622040571405643,-0.1589360970487678,0.5713558484042306,-1.09135074232806,1.2958250242886833,-0.8502936817196404,-0.9651200656890332,-0.4036291652061666,-0.8407339064052304,0.6606625944186315,0.1875186870247729,0.4588000586121317,-0.999072111350943,-0.7067486311410681,1.8698128846948876,-1.1221536505463563,-0.4594438292536705,-0.6210181013613454,1.1492479077300055,-0.3674305556997124,-0.6476866819425169,-0.5509013971186891,-0.3171371917783835,0.8635204003874712,2.064271974243912,0.3591888364420176,-0.5029990157150751,-0.4390176993009034,-0.7736102154244068,-0.563929059044145,1.4835917041155335,-1.1928947500599565,-0.459120725208369,-0.7205654257996832,0.0104828235518135,-0.1397270711479531,-0.854232482649107,-0.0882872535294053,0.29378168105931857
CsSbO3,-0.4490500668675767,-0.3816365030286277,-0.3622040571405643,-0.1589360970487678,0.5713558484042306,-0.859454542010822,1.2958250242886833,-0.6184851109595875,-0.9651200656890332,0.2467994890434789,-0.8407339064052304,-0.0157445719892528,0.1875186870247729,0.4588000586121317,-0.9990721113509434,-0.7067486311410681,-0.537768053373328,-1.1221536505463567,-0.3789778412192368,-0.6210181013613454,0.2415737066433702,-0.3674305556997124,-0.6476866819425169,-0.8203933067277278,0.1092657551505357,0.8635204003874712,-0.2956003044735266,0.3591888364420176,-0.5029990157150751,-0.4390176993009034,0.2619543446597263,-0.4468056572371097,1.3987513179171216,-1.1928947500599572,-0.459120725208369,-0.7205654257996832,0.3099920678893325,-0.1397270711479531,0.6762870330600873,0.4590763410581078,-0.3558204668887863
CsSnS3,0.1382362494568792,1.2383299855527932,0.4053806997136117,1.451999909237386,-1.676134427321474,0.6920608802876542,1.2958250242886833,1.0085019556808754,-0.9651200656890332,0.6546632912015734,-0.8407339064052304,-0.6140501411561988,0.1875186870247729,0.4588000586121317,-0.8807533967341502,-0.7067486311410681,-0.9134314091735322,-0.2760652764527852,-0.756162160130645,-0.6210181013613454,0.2037539482647604,1.5279845661973133,-0.6476866819425169,-0.3375536353448668,0.1092657551505357,0.8635204003874712,-0.1946017911136306,-0.2387784782624568,-0.5029990157150751,-0.4390176993009034,0.3098214776512138,-0.4133418281493853,0.4791443008914738,0.4294711493221756,-0.459120725208369,-0.7104222905136562,0.1302865212868213,-2.076945948619474,0.3646056740196294,-0.4341378038282253,-0.9841945580667837
CsSrBr3,1.378505317491239,2.416616279483633,2.22839449724228,1.7396670532170564,-2.0093282243361874,2.522490939582799,1.2958250242886833,1.8323686193563935,-0.9651200656890332,0.9027102299387408,-0.8407339064052304,-0.6007965367759184,0.4554025256315916,0.4588000586121317,0.0564505006530915,-0.7067486311410681,-0.399996556295059,-1.0689963101676354,0.4769996335348149,-0.6210181013613454,-0.2500831522785572,0.6250012383122826,-0.6476866819425169,-0.6968761814902518,2.4544819632595947,0.8635204003874712,-0.9656834265529668,1.1499434274719789,-0.5029990157150751,-0.4390176993009034,-0.8841716177242572,-0.2811597032528741,-0.7438009458042659,-0.7020757194783099,-0.459120725208369,0.2426727683195562,-1.8864090572524743,-1.212527638261307,3.259961456684932,-1.5990311187409596,-1.8404342769557982
CsWO3,-0.4490500668675767,-0.5774127039794855,-0.3622040571405643,-0.1589360970487678,0.5713558484042306,-1.0584790803808208,1.2958250242886833,-0.8174344414040469,-0.9651200656890332,-0.587869239472206,-0.8407339064052304,1.523566908177605,0.1875186870247729,0.4588000586121317,-0.9990721113509434,-0.7067486311410681,2.0921769478221712,-1.1221536505463567,-0.2985118531848034,-0.6210181013613454,1.1114281493513956,-0.3674305556997124,-0.6476866819425169,0.819015810060591,-0.3171371917783835,0.8635204003874712,1.772644945455958,0.3591888364420176,-0.5029990157150751,-0.4390176993009034,-0.025248453289199,-0.5722950163160762,1.3156335791542102,-1.1928947500599572,-0.459120725208369,-0.7205654257996832,0.9289778395202056,-0.1397270711479531,-0.7541663621150652,-0.0667351696045343,0.28871181419682557
InBO3,-0.4490500668675767,-0.5671263966195699,-0.3622040571405643,-0.1589360970487678,0.5713558484042306,-0.9261453368817416,-1.3586475416833552,-0.0736457998795343,0.6763185880559978,-0.4654711185779984,2.997642618175392,1.4236915323119206,0.1875186870247729,-0.4743430752698653,1.3826064293068676,2.789471955140791,0.823948011511475,0.5041650722083568,-1.7066666437873916,-0.3857845630227794,-1.4981351787726809,-0.3674305556997124,0.2099912560022338,-0.786706818026598,-2.449151926422983,0.5627295497445204,-0.9936928021992676,0.3591888364420176,-0.5149652900026962,3.39240949459789,-0.6311763074985169,0.9235381439052032,0.1375008673088054,-0.1776060717314498,0.7257069527487126,1.2843653365154584,0.2900247849334983,-0.1397270711479531,-1.58750389049692,0.2398328049138166,1.3718631232163874
InGaO3,-0.4490500668675767,-0.3897190784743671,-0.3622040571405643,-0.1589360970487678,0.5713558484042306,0.6367121305271817,-1.3586475416833552,-1.38757749057948,0.6763185880559978,-0.0325619033141153,2.997642618175392,-0.6881283227816949,0.1875186870247729,-0.4743430752698653,0.0031373102753013,2.789471955140791,-1.103920149183884,1.320994958645979,-0.2985118531848034,-0.3857845630227794,-0.5148214609288259,-0.3674305556997124,0.2099912560022338,-0.7642491588925114,-0.5303386652428436,0.5627295497445204,-0.4262558038118586,0.3591888364420176,-0.5149652900026962,3.39240949459789,-0.605491504429914,-0.1690558758089974,-1.092979531746245,1.3503414757789312,0.7257069527487126,-0.7205654257996832,-0.1692227230506976,-0.1397270711479531,-0.3719465902391357,-1.3839687292617395,0.7097862255890857
